Klasor Adi;Ders Adi;Kurum
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1731430169896;YENİ TÜRK EDEBİYATININ OLUŞUMU- 5;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1718992591916;beyit incelemeler;Kurum Girilecek
f76f0234c8d438667086eca214d43f9aa4361902-1717430350952;Dil Bilgisi Soru Çözümü ;Kurum Girilecek
9f029b875abac5d90856867ecc1ff09b465c3818-1690548590065;Dil Bilimi ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1744732523843;CUMHURİYET ROMAN-11;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1708709695629;DÜNYA EDEBİYATI DEVAM-GAVIR MAVIR DEĞİL Mİ YA BUNLAR;Kurum Girilecek
a5ee691e61f4ea15604d8a6cc5bb9fe0fabf3159-1708759665896;AYT Biyoloji: ;Kurum Girilecek
a46082e04e464da177d88653a438ba643dcf9fc2-1690376145565;Yeni Türk Edebiyatı Genel Tekrar 3;Kurum Girilecek
2f914d3694b700978c274eb8754823ebb55f1817-1736005919847;Yeni Türk Dili ;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751816523920;batı genel tekrarları 1;Kurum Girilecek
fd6afaf53325b94b1e90f6b69d36349c6f36fab0-1721217103438;2024 Temmuz Eski Edebiyat Soru Çözümü 1;Kurum Girilecek
b6ddbc01e025cee5008219a7ed4736ee312cb1e8-1674061522665;CUMHURİYET ŞİİRİ 1 Yeni Türk Edebiyatı 23.;Kurum Girilecek
fff2109f9776747df0a95d42fdaeb4dc8cc7a6aa-1698773831743;Tarih Konu: ;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1746806191577;aruz +şerh;Kurum Girilecek
2c9c467309288b393c174b75223f4225b0d7472a-1775065972880;MART AYI REHBERLİK;Kurum Girilecek
1347e4ac047f57e81b1687982d9b567d1e87436b-1690304336564;Eski Dil Genel Tekrar 3;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1776446513840;CUMHURİYET ROMANI-5;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1744908787358;1982 ANAYASASI 5. DERS;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1769788189321;YENİ TÜRK EDEBİYATININ OLUŞUMU-3;Kurum Girilecek
236aea7ae3363692ceb1e87471d888e7d8ae2610-1740671860708;Eski Dil Soru Çözümü ;Kurum Girilecek
43e0c24a708ac8def75adeaf6b9f65e130d4bdd0-1717429723822;çocuk edebiyatı 1;Kurum Girilecek
23b080032bf5be66bf8b1dee858e46556e102789-1690476356825;Çocuk Edebiyatı Genel Tekrar Soru Çözümü;Kurum Girilecek
6b7513c316b7bdd2548f14584de54643bf39b6e7-1707674479346;Paragraf Konu: Paragrafta Anlam;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1777310475899;ÇOCUK EDEBİYATI-17;Kurum Girilecek
084b08f56e5c0762e9ff0767e94aa0a41068c940-1719418600257;Eski Dil Soru Çözümü;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1735407978817;YANLIŞ DİNLEYİCİ TÜRLERİ VE ARA DEĞERLENDİRME;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1714405552018;7. SÖZCÜK TÜRLERİ (İSİM, ZAMİR, SIFAT, ZARF SORU ÇÖZÜMÜ);Kurum Girilecek
779b2d530569db91f0090d451c9f0279cabc4e60-1709366208755;AYT Biyoloji: ;Kurum Girilecek
51d4ea3aca8a330acca3cdcd120f0c989ea61776-1716824991043;AYT Coğrafya: ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1767280304473;Aruz Bilgisi-9;Kurum Girilecek
b2ea7a17d84b7203dafa3fb60e2ece860d312463-1706025430178;Tarih Konu: (EN UZUN YÜZYIL 2);Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1714236367014;YTÖ İLKELER;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1775750323459;Beyit Şerhi-1;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1713286264940;CUMHURİYET ROMAN-1;Kurum Girilecek
2907984cae1d90b136f318343bcbd2214e805872-1736092275604;Eğitimin Temelleri ;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1704476507385;DİL BİLİM.... HERKESE VE HER ŞEYE İNAT;Kurum Girilecek
7c26f7a8593557e52f1311101656442d97c73640-1716133695332;YKS Tarih Çözümü: ;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1771354003259;OKUMA TÜR, YÖNTEM VE TEKNİKLERİ - 1;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1719082681102;ÖÇLME VE DEĞERLENDİRME;Kurum Girilecek
812da855562c43d230ebd98291e188228ef1ce58-1690303540565;2013 YTE;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1680547575540;CUMHURİYET DÖNEMİ POST MODERN SANATÇILAR;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1746122438164;1982 ANAYASASI 9. DERS;Kurum Girilecek
a48dab29d5757e9f463b1f583b5dfc15b4ce1bb5-1700324177194;YTE Konu: SANAT AKIMLARI 2;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1772124614697;Klasik Türk Edebiyatı Tarihi-1;Kurum Girilecek
dbcbb8a0c0898d9a84eb1035787231e86033b166-1674142907606;Eski Türk Dili 30, Türk Dillerinin Tarihsel Gelişimi;Kurum Girilecek
b281cc89c9a558967280051832e9475127afa8da-1741452638335;2025 Halk Edebiyatı Soru Çözümü;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1765043811628;DİNLEME TÜRLERİ;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1710617176623;ÇOCUK EDEBİYATININ AMACI VE ÖNEMİ;Kurum Girilecek
b2ae612b9af28c704ff6f7cb26e5f80b1f31bc83-1705254358849;Temel Matematik: ;Kurum Girilecek
1be4443fe050dcc8fbee8b1d3c2f3a2461893467-1757580360202;DANIŞMA;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1703094808812;sanatlar;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1769709406030;Nazım Türleri-1;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1771692824243;BİÇİM BİLİMİ (MORFOLOJİ) -3;Kurum Girilecek
8db98d702721d417f929e0cfe14868660fbf554a-1703957144196;Yeni Dil: Türk Dilinin Tarihsel Gelişimi ;Kurum Girilecek
4c8fdda439d44e610deeef817653b9af2d4076ce-1702395649699;Tarih Konu: (OSMANLI KÜLTÜR VE MEDENİYET 1);Kurum Girilecek
ae984e738d18dc28175c659573df58e482f23fdc-1702711506339;Biyoloji Konu: ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1743185823420;7 - BİÇİM BİLGİSİ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1699458904562;nazım şekilleri - beyit şerhleri;Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1745942286084;SORU ÇÖZÜMÜ-1;Kurum Girilecek
8a4e7c541b8113a47f7ca6ab91221d7c06d5ff12-1738950764024;Tarih: ;Kurum Girilecek
f340b23d977b468d74851889dc4d3582ec192403-1714405897816;Yeni Türk Edebiyatı 1 ;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1768405716447;KONUŞMA YÖNTEM VE TEKNİKLERİ - 2;Kurum Girilecek
dbf1b6999d4d1192bb919b5cacdc208cfae754d5-1681241318179;Yeni Türk Edebiyatı 50;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1772902178383;ANLAM BİLİMİ (SEMANTİK) - 1;Kurum Girilecek
e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1741808736395;MART AYI REHBERLİK;Kurum Girilecek
1861b717b6d6b756feacd1b288cf9a179c889376-1744220597533;Eğitimin Temelleri ;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1741195685746;şair yazar eser;Kurum Girilecek
c68eb3b848a96033a028ebf2b84ac8af5816f474-1669823134984;Yeni Türk Edebiyatı 3;Kurum Girilecek
65eba67e357cc187a86efa8e8c3cd58f19a91af5-1706197664892;YTE Konu: ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1742926719617;CUMHURİYET ROMAN-6;Kurum Girilecek
c2ee308e66d93606b33c89f474563b37c77d439e-1689346158868;Hasan Bal Vatandaşlık- Güncel ;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782578698059;Halk 5;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1732121350927;nazım şekilleri;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721060240307;DÖRT TEMEL BECERİ-3;Kurum Girilecek
3b3d31a3568840b109ee3e6928d4988b79785534-1669918410988;Eski Türk Dili 5, Dönemlerin Biçim Özellikleri;Kurum Girilecek
ee7ba0d0705944e975252acd4987c492093d78c6-1744911209948;2025 Eski Türk Dili;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1735490521371;Amerikan ed. devam;Kurum Girilecek
7570fe18ff8bc18bc306d323626b085ea6a39faa-1697266868639;TYT Biyoloji Konu: ;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1766940667791;italyan 1;Kurum Girilecek
864223b5ecb797512aa8ef2452b39c3e0b993e57-1672852205701;MİLLÎ EDEBİYAT ŞİİRİ Yeni Türk Edebiyatı 17,;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1697302599486;OKUMA EĞİTİMİ KAZANIMLARI- 4;Kurum Girilecek
5f6c3186b1f46cf84e67963470454e8d48af5c99-1742057516118;2025 Halk edebiyatı ;Kurum Girilecek
cbcdd6561482ab7897e32f8d005d72af68e85cad-1719676067685;2024 HAZİRAN EB ÖLÇME 1;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751128773308;DÖRT TEMEL BECERİ - 5;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722614112248;ÇOCUK EDEBİYATI -1;Kurum Girilecek
7d3f23aa9b9db03816394696ed92955cf4d156f4-1741200137594;Coğrafya: ;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1748280178599;KONUŞMA EĞİTİMİ - 2;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1730569968192;YETKİNLİKLER;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1763657573548;Nazım Şekilleri-2;Kurum Girilecek
4cf35b45fb85dc90446d87e7d725188223950c02-1697218822561;TYT Coğrafya Konu: ;Kurum Girilecek
b5f2e46cbb9b35f4d3b4fc2514bee368cce7392e-1707839688874;TYT Tarih Konu: ( Kurtuluş Savaşı Hazırlık Dönemi - Genelgeler ve Kongreler);Kurum Girilecek
5b98e599121fef73bd4ebf0d2b4da94a423107bc-1702661160646;Eski Türk Edebiyatı: Aruz Uygulamaları ;Kurum Girilecek
83f01962ddf3efd3c48faae7070e3f416b941611-1703087396509;Türkçe Konu: Yazım ve Noktalama Soru Çözümü ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1777652853954;CUMHURİYET ROMAN-10;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1736441179876;MİLLİ EDEBİYAT DÖNEMİ-4;Kurum Girilecek
8940d6ca0b6459d4d0815ad41a2b1ab65d46d229-1695922503410;Matematik 4;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1721857208240;9. DENEME (EDEBİYAT DERSLERİ ÇÖZÜMÜ);Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1734113011376;21) Dil bilgisi [Sözcük Türleri (isim, zamir, sıfat, zarf)]-3;Kurum Girilecek
2857cbf1390843fcb5249a49ed1ad1f1c4c06edb-1678385469887;Eski Türk Dili 46 Kıpçak Türkçesi;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1777913848746;ÇOCUK EDEBİYATI-20;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1771437167358;SERVETİFÜNUN EDEBİYATI-4;Kurum Girilecek
ef46a1768222d9b8b320254bd9c0bacc33292f39-1703001220745;Vatandaşlık Konu: ;Kurum Girilecek
3af846574fd50b2f85a88fec4e1df1aa4af0361e-1750777205401;8. DENEME DİLBİLİM DİLBİLGİSİ EDEBİYAT ÇÖZÜM;Kurum Girilecek
1be4443fe050dcc8fbee8b1d3c2f3a2461893467-1757576507543;DANIŞMA;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1776704302561;ÇOCUK EDEBİYATI-14;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1744045096409;anonim halk;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1732298028760;12) Dil bilgisi (Türk Ses Bilgisi-Ses Olayları)- XI;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1720626375760;ille de roman olsun 3;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1742837305543;anonim halk edebiyatı türleri;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1720720530965;Yabancılara Türkçe öğretimi - seviyeler ve çıkmış sorular;Kurum Girilecek
d1e0fd4ffdd3eddf08ab3380ef2c708e5c1798bb-1741798067101;1739 Sayılı Kanun;Kurum Girilecek
31428f79dc23045a5b7f841d72fb9ed20be8ea2f-1707036518599;ARA TATİL REHBERLİK;Kurum Girilecek
31a31dd5595f137dbfb01018b0055c9263b7be98-1703332243174;Edebiyat Konu: ;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1749833287126;OKUMA EĞİTİMİ - 3;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1716566211129;Batı İlaveler;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1765299265267;Sözcük türleri (Tamlamalar)-9;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1770486607289;OKUMA ÇIKMIŞ SORULAR - 1;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1740160154804;OKUMA YÖNTEMLERİ;Kurum Girilecek
fd8174703dd12d02fff6f9dc6549160c06a35a09-1701011102092;Geometri konu: ;Kurum Girilecek
6f0cddd4df588a4410204730239e016b8e51170b-1709141119184;Gelişim Psikolojisi Konu: Soru Çözüm Kampı ;Kurum Girilecek
399b882b6d1f94cde5b67d1e36fbcbb359fa279c-1706283931495;Halk Edebiyatı Konu: Halk Hikayeleri 2;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1766073329863;Aruz Bilgisi-7;Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1748364987207;SORU ÇÖZÜMÜ-14;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1732294393064;11) Dil bilgisi (Türk Ses Bilgisi-Ses Olayları)- XI;Kurum Girilecek
88c7ccc16c9eaec4fcc577bdef036fc4e3f253e5-1743695841359;Eski Türk Dili: ;Kurum Girilecek
bdcc64f6e2e79f519f4e081807fae66c40a463a6-1700376999161;Fizik Konu: ;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1764694180513;Sözcük türleri (edat-bağlaç-ünlem)-6;Kurum Girilecek
53d8a5285cc008b9755fb67043e1ba1598788ebd-1702211518381;Coğrafya Konu: ;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1702745388435;halk edebiyatı tür ve şekil;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1717712762469;5. DENEME (EDEBİYAT SORULARI ÇÖZÜMÜ);Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1673801430732;MİLLİ EDEBİYT SANATÇILARI 2;Kurum Girilecek
63175c9bc1a07dc877cffb0f987d9d6585316670-1748101598848;DİL BİLİM OKULLARI - 1;Kurum Girilecek
b68a1b157dc322d6a1921085d4cdf6bd141e1129-1741021204462;7528 ÖMK 2. Ders ;Kurum Girilecek
b4a57b272f702b2a4ff50d7f525d9f05ecbf08cd-1751127377531;2025 Eski Türk Edebiyatı Soru Çözümü ;Kurum Girilecek
a5e83c3dab8abf61fe1fa35cc597d35df89d0339-1706355943904;AYT Edebiyat: Divan Edebiyatına Giriş;Kurum Girilecek
7335cd643111923a863ee42dad3cbf7c1913fb15-1711127265522;AYT Kimya: KİMYASAL DENGE 1;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1715533285198;şerh 10;Kurum Girilecek
30f51fcec409fea382e385ace1560cccca3c9c7c-1713887183436;Eski Dil Soru Çözümü 3;Kurum Girilecek
0e22415a748650b0beedcbd6bb863205cd0092c2-1742237167711;7528 ÖMK ;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1739206519067;halk edebiyatında tür ve şekil;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1669568211381;TANZİMAT DÖNEMİ 2.DONEM SANATÇILAR;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1730828803054;YENİ TÜRK EDEBİYATININ OLUŞUMU-3;Kurum Girilecek
d501272e6fad67587390cccd7e683802a45714de-1707234591274;İnkılap Tarihi Konu: ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1742584742125;5 - BİÇİM BİLGİSİ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1765468143369;Aruz Bilgisi-4;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1772732846462;Klasik Türk Edebiyatı Tarihi-5;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1740326264252;METİN DİL BİLİM 1;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1703001212333;SERVETİFÜNUN EDEBİYATI -6;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1740163648638;OKUMA YÖNTEMLERİ- 2;Kurum Girilecek
ad09b1f345271c8e299f6cf638854e427e1f0125-1741538748648;Eğitim Temelleri;Kurum Girilecek
c7d49c80de66e521416e38b4d47439c26ba995e2-1704988639685;Felsefe Konu: ;Kurum Girilecek
d98ade44d950bab2d75e60df5f6e54fa2ebb5090-1701702921555;Türkçe Konu: Fiilimsiler ve Fiilde Çatı;Kurum Girilecek
fc84a1e9188ac444a397aa4e2b09c9f54fd77b8f-1711645154176;AYT Felsefe Konu: ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1742581036340;4 - BİÇİM BİLGİSİ;Kurum Girilecek
68b014cd2469256c6f933816d3f327d0a5b9bc3b-1712083670243;İnkılap Soru Çözümü ;Kurum Girilecek
097d6361c15d63a7346342dca1ea8b7a09389e2d-1710064460755;Öğrenme Soru Kampı 1;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782410467214;YENİ TÜRK EDEBİYATI-3;Kurum Girilecek
2f541632dfa167984cb7c46b7e915691c0a23671-1744472799412;Çocuk Edebiyatı ;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1734282523396;ingiliz devam;Kurum Girilecek
cc67f8ed9267da532dc03cb52d9f5b3086a9c926-1672938770902;Eski Türk Dili 24, Sözcük Türleri;Kurum Girilecek
08317e4647a5f0568c4e090a831d0d4978be08eb-1734104747440;Eski Türk Edebiyatı ;Kurum Girilecek
36114585e1cf4575d5ad611eadf28ae90612f71e-1699379579542;TYT Fizik Konu:;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1704471420503;dil bilim- ez cümle;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1707584054872;SÖZVARLIĞINI GELİŞTİRME ÇALIŞMALARI-2;Kurum Girilecek
2f63ef2ade8d8d22dc705ff036caa93bd0d81eee-1702482739301;Osmanlı Tarihi Konu: ;Kurum Girilecek
e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1726855680075;REHBERLİK-1;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699717627090;DİNLEMEYİ ETKİLEYEN FAKTÖRLER;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1741458011273;ANLATIM TARZLARI;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1773593341229;ÜRÜN VE SÜREÇ ODAKLI YAZMA YAKLAŞIMI;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1699636068193;dil bilim 2;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1761410921084;DİNLEME EĞİTİMİ KAZANIMLARI - 2;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1766162508745;SAUSSURE - 2;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1738087183266;Ara Soru Çözüm -2;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1736009433328;DİNLEME TÜRLERİ - 2;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1714154087871;Amerikan Edebiyatı 2;Kurum Girilecek
4566ab41b0466181d3eb3fe056b577d01e1caa84-1701797494745;Fizik Konu: etki ile elektriklenme ve topraklama;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1770748163149;BİÇİM BİLİMİ (MORFOLOJİ) - 2;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1699462405237;nazım şekilleri ve beyit çözümlemeleri;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1708448775750;MİLLİ EDEBİYAT-11;Kurum Girilecek
d2bd403ecc4d841db560a849c4335392c741a1b9-1689176908364;Eski Türk Dili Genel Tekrar 1;Kurum Girilecek
3ea0309571cef8370442da33847205fcda4b9185-1699975428376;TYT Tarih Konu: ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1741281430085;YAZMA HATALARI;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1746636826726;Söz sanatları son ders;Kurum Girilecek
a2b43ffd424a0c0f36daa0f993a3e8e263070944-1705685535512;Eski Edebiyat Konu: Nazım Biçimleri 3;Kurum Girilecek
cab6ffb1f84a15724afce573f349d7e2753a39a2-1673369449939;Yeni Türk Dili 16 Soru Çözümü;Kurum Girilecek
d5f24ef9f48e832b422dd28c297c8b225de6bde6-1714837515309;Halk Edebiyatı Soru Çözümü 3;Kurum Girilecek
9483f9b4c8f357f74b159e62b0bb261e025c62ff-1700154121940;Ses bilgisi 2;Kurum Girilecek
6158216117e6cc45dfcfca5d1374da57921a8abf-1711806716589;AYT Kimya: ;Kurum Girilecek
2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1777477763956;2026 5;Kurum Girilecek
d88d24714f1afe029a52ff8f74376cf674de6f0e-1710075311468;PG+MATERYAL + Sınıf Yönetimi Kampı ;Kurum Girilecek
1509cc1c6470cf7284aae371239d320e31a3fa26-1712251071704;Eski Dil Konu: ;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1764697480704;Sözcük türleri (edat-bağlaç-ünlem)-7;Kurum Girilecek
8cce1ff26dc97da5e8a24a1d94bd62ef3a97462d-1700935202960;Yeni Dil Konu: ;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1684342357720;SORU ÇÖZÜMÜ - 6;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1732643341600;TANZİMAT EDEBİYATI-7;Kurum Girilecek
db8dc1214a8b689b6349629d149a6f0c2a92362c-1710435674745;AYT Felsefe: ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1743182960981;6 - BİÇİM BİLGİSİ;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1682786548651;KONUŞMA EĞİTİMİ KAZANIMLARI;Kurum Girilecek
41afb6864bfece7d89c6f2ceb3a57b77880fa943-1717332684236;Dil Bilgisi Soru Çözümü 2;Kurum Girilecek
29fbcd9292b89b0e25da72229f10969c45e1d120-1681839310505;Yeni Türk Edebiyatı  Soru çözümü 1;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1769877881529;OKUDUĞUNU ANLAMA SÜRECİNİN AŞAMALARI;Kurum Girilecek
34a43c7c42f2738156c2362611ad9b03ebad9f81-1713979795333;İnkılap Soru Çözümü ;Kurum Girilecek
07c92d8313df7eb8cb65a664ddb75d392e1f2846-1700899383865;Kimya Konu: ;Kurum Girilecek
1be4443fe050dcc8fbee8b1d3c2f3a2461893467-1757576060141;DANIŞMA;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751558384543;eski edebiyat nokta atışı konu tekrarı;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1771003294333;SÖZCÜK ÖĞRETİM YÖNTEMLERİ;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722093846105;DİLBİLİM - 2;Kurum Girilecek
51ff007f49e5d77e56517d69fb5c853e9d09bd18-1781365906174;ÖĞRENME ÇIKTILARI SORU ÇÖZÜMÜ - 7;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1706374307462;tekke şairleri ve cumhuriyet dönemi halk ozanları;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1731340541648;DİL BİLİM 7. DERS /  2. ÜNİTE;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1713545583681;Fransız Ed. Alber Camus'tan devam;Kurum Girilecek
98c6041f022ca08229d1012a86222ccbc7da71fd-1734797999005;2025 Eski Türk Dili ;Kurum Girilecek
84217ce60a697c0c421fbb58905870b3158d4d70-1701365246789;Eski Dil: Kip Ekleri ;Kurum Girilecek
0498a2d931edb6ec1b6eabd49ece4b068390d48e-1716047112629;Halk Edebiyatı Soru Çözümü: ;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1768751115047;ÇIKMIŞ SORULAR - 1;Kurum Girilecek
7fd2f948a1f6cecb3e54a9c3e53f5c712948fe53-1747586846399;SORU ÇÖZÜMÜ-7;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1742930483380;CUMHURİYET ROMAN-7;Kurum Girilecek
f58f6380a5708bb36cc8ece3234cd8ad3b2edd30-1751387139227;2025 Eski Türk Dili Temmuz;Kurum Girilecek
288c58b4940dfb7f72e0bde52efc83aeee589abe-1748017727825;2025 Eski Türk Edebiyatı ;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1731949775422;DİL BİLİM TARİHİ (MODERN ÖNCESİ);Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1698166155999;TEMA VE METİN ANLAYIŞI;Kurum Girilecek
6234df159df9e28a04cddc071678bb955cbe377c-1695057933657;TÜRKÇE 1;Kurum Girilecek
bdff29f7a9dba63be76278dc99de4bff0d50086e-1697650160916;TYT Türkçe Konu: ;Kurum Girilecek
